Gene ID;source_id;Product Description;Chromosome;Genomic Location (Gene);Gene Name or Symbol;gene_source_id
PF3D7_1471500;PF3D7_1471500.1;transmembrane protein 43, putative;14;Pf3D7_14_v3:2,922,351..2,924,557(-);TMEM43;PF3D7_1471500
PF3D7_1472200;PF3D7_1472200.1;histone deacetylase, putative;14;Pf3D7_14_v3:2,945,662..2,952,551(+);HDA1;PF3D7_1472200
PF3D7_1472700;PF3D7_1472700.1;DNA-directed RNA polymerase, alpha subunit, putative;14;Pf3D7_14_v3:2,966,749..2,969,334(+);null;PF3D7_1472700
PF3D7_1473200;PF3D7_1473200.1;DnaJ protein, putative;14;Pf3D7_14_v3:2,981,600..2,982,964(+);null;PF3D7_1473200
PF3D7_1473300;PF3D7_1473300.1;CKK domain-containing protein, putative;14;Pf3D7_14_v3:2,984,062..2,987,932(+);null;PF3D7_1473300
PF3D7_1473400;PF3D7_1473400.1;conserved protein, unknown function;14;Pf3D7_14_v3:2,989,577..2,992,222(+);null;PF3D7_1473400
PF3D7_1473900;PF3D7_1473900.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:3,007,601..3,010,159(+);null;PF3D7_1473900
PF3D7_1474100;PF3D7_1474100.1;mitochondrial ribosomal protein L20 precursor, putative;14;Pf3D7_14_v3:3,023,228..3,023,726(+);null;PF3D7_1474100
PF3D7_1474300;PF3D7_1474300.1;DNA repair metallo-beta-lactamase protein, putative;14;Pf3D7_14_v3:3,040,768..3,043,560(+);null;PF3D7_1474300
PF3D7_1474700;PF3D7_1474700.1;protein kinase, putative;14;Pf3D7_14_v3:3,063,191..3,065,763(-);null;PF3D7_1474700
PF3D7_1474900;PF3D7_1474900.1;trailer hitch homolog, putative;14;Pf3D7_14_v3:3,072,261..3,073,247(+);CITH;PF3D7_1474900
PF3D7_1475500;PF3D7_1475500.1;LCCL domain-containing protein;14;Pf3D7_14_v3:3,106,949..3,111,811(+);CCp1;PF3D7_1475500
PF3D7_1475700;PF3D7_1475700.1;tubulin epsilon chain, putative;14;Pf3D7_14_v3:3,117,392..3,118,951(+);null;PF3D7_1475700
PF3D7_1476100;PF3D7_1476100.1;early transcribed membrane protein 14.2;14;Pf3D7_14_v3:3,131,104..3,131,637(+);ETRAMP14.2;PF3D7_1476100
PF3D7_1476200;PF3D7_1476200.1;Plasmodium exported protein (PHISTb), unknown function;14;Pf3D7_14_v3:3,133,951..3,135,651(+);null;PF3D7_1476200
PF3D7_1476300;PF3D7_1476300.1;Plasmodium exported protein (PHISTb), unknown function;14;Pf3D7_14_v3:3,139,140..3,140,982(+);null;PF3D7_1476300
PF3D7_1476400;PF3D7_1476400.1;serine/threonine protein kinase, FIKK family, pseudogene;14;Pf3D7_14_v3:3,142,075..3,144,341(+);FIKK14;PF3D7_1476400
PF3D7_1477100;PF3D7_1477100.1;Plasmodium exported protein (hyp6), unknown function;14;Pf3D7_14_v3:3,172,972..3,173,644(-);null;PF3D7_1477100
PF3D7_1477300;PF3D7_1477300.1;Plasmodium exported protein (PHIST), unknown function;14;Pf3D7_14_v3:3,179,624..3,180,610(+);Pfg14-744;PF3D7_1477300
PF3D7_1477500;PF3D7_1477500.1;Plasmodium exported protein (PHISTb), unknown function;14;Pf3D7_14_v3:3,188,888..3,190,548(+);null;PF3D7_1477500
PF3D7_1477600;PF3D7_1477600.1;surface-associated interspersed protein 14.1 (SURFIN 14.1);14;Pf3D7_14_v3:3,193,285..3,199,478(+);SURF14.1;PF3D7_1477600
PF3D7_1477700;PF3D7_1477700.1;Plasmodium exported protein (PHISTa), unknown function;14;Pf3D7_14_v3:3,202,931..3,204,017(+);Pfg14-748;PF3D7_1477700
PF3D7_1478000;PF3D7_1478000.1;Plasmodium exported protein (PHISTa), unknown function;14;Pf3D7_14_v3:3,213,581..3,214,617(+);GEXP17;PF3D7_1478000
PF3D7_1478800;PF3D7_1478800.1;Plasmodium exported protein, unknown function;14;Pf3D7_14_v3:3,242,909..3,243,629(-);null;PF3D7_1478800
PF3D7_1479200;PF3D7_1479200.1;Plasmodium exported protein (PHISTa), unknown function;14;Pf3D7_14_v3:3,260,745..3,261,727(+);null;PF3D7_1479200
PF3D7_1479400;PF3D7_1479400.1;rifin;14;Pf3D7_14_v3:3,266,136..3,267,377(+);RIF;PF3D7_1479400
PF3D7_1479500;PF3D7_1479500.1;stevor;14;Pf3D7_14_v3:3,269,494..3,270,496(+);null;PF3D7_1479500
PF3D7_1479600;PF3D7_1479600.1;rifin;14;Pf3D7_14_v3:3,272,578..3,273,848(+);RIF;PF3D7_1479600
PF3D7_1479700;PF3D7_1479700.1;rifin;14;Pf3D7_14_v3:3,276,230..3,277,501(+);RIF;PF3D7_1479700
PF3D7_1479800;PF3D7_1479800.1;rifin;14;Pf3D7_14_v3:3,279,500..3,280,662(+);RIF;PF3D7_1479800
PF3D7_1479900;PF3D7_1479900.1;stevor;14;Pf3D7_14_v3:3,282,729..3,283,752(+);null;PF3D7_1479900
PF3D7_1480000;PF3D7_1480000.1;rifin;14;Pf3D7_14_v3:3,285,900..3,287,003(+);RIF;PF3D7_1480000
PF3D7_1480100;PF3D7_1480100.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;14;Pf3D7_14_v3:3,290,953..3,291,501(+);null;PF3D7_1480100
PF3D7_API01300;PF3D7_API01300.1;50S ribosomal protein L4, putative;Not Assigned;Pf3D7_API_v3:1,667..2,239(+);RPL4;PF3D7_API01300
PF3D7_API04300;PF3D7_API04300.1;DNA-directed RNA polymerase subunit beta', putative;Not Assigned;Pf3D7_API_v3:17,247..18,974(-);rpoC1;PF3D7_API04300
PF3D7_API04400;PF3D7_API04400.1;DNA-directed RNA polymerase subunit beta, putative;Not Assigned;Pf3D7_API_v3:18,977..22,051(-);rpoB;PF3D7_API04400
PF3D7_API04700;PF3D7_API04700.1;FeS cluster assembly protein SufB;Not Assigned;Pf3D7_API_v3:22,528..23,940(-);SUFB;PF3D7_API04700
PF3D7_0101200;PF3D7_0101200.1;exported protein family 3;1;Pf3D7_01_v3:71,624..72,426(+);EPF3;PF3D7_0101200
PF3D7_0101300;PF3D7_0101300.1;Pfmc-2TM Maurer's cleft two transmembrane protein;1;Pf3D7_01_v3:74,563..75,366(+);MC-2TM;PF3D7_0101300
PF3D7_0101700;PF3D7_0101700.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;1;Pf3D7_01_v3:84,791..86,152(-);VAR;PF3D7_0101700
PF3D7_0102100;PF3D7_0102100.1;stevor, pseudogene;1;Pf3D7_01_v3:95,050..95,899(+);null;PF3D7_0102100
PF3D7_0102500;PF3D7_0102500.1;erythrocyte binding antigen-181;1;Pf3D7_01_v3:110,750..115,799(-);EBA181;PF3D7_0102500
PF3D7_0102800;PF3D7_0102800.1;seipin domain-containing protein, putative;1;Pf3D7_01_v3:126,318..128,141(-);null;PF3D7_0102800
PF3D7_0103000;PF3D7_0103000.1;vacuolar protein sorting-associated protein VTA1, putative;1;Pf3D7_01_v3:132,086..133,624(-);null;PF3D7_0103000
PF3D7_0103100;PF3D7_0103100.1;vacuolar protein sorting-associated protein 51, putative;1;Pf3D7_01_v3:134,353..139,257(-);VPS51;PF3D7_0103100
PF3D7_0103400;PF3D7_0103400.1;zinc-carboxypeptidase, putative;1;Pf3D7_01_v3:147,915..152,777(-);null;PF3D7_0103400
PF3D7_0103600;PF3D7_0103600.1;ATP-dependent RNA helicase, putative;1;Pf3D7_01_v3:161,131..166,229(+);null;PF3D7_0103600
PF3D7_0103700;PF3D7_0103700.1;L-seryl-tRNA(Sec) kinase, putative;1;Pf3D7_01_v3:166,513..168,687(+);PSTK;PF3D7_0103700
PF3D7_0104100;PF3D7_0104100.1;conserved Plasmodium membrane protein, unknown function;1;Pf3D7_01_v3:178,087..180,790(+);null;PF3D7_0104100
PF3D7_0104500;PF3D7_0104500.1;conserved protein, unknown function;1;Pf3D7_01_v3:204,622..205,455(-);null;PF3D7_0104500
PF3D7_0105700;PF3D7_0105700.1;asparagine-rich antigen Pfa35-2;1;Pf3D7_01_v3:238,666..247,857(+);null;PF3D7_0105700
PF3D7_0105800;PF3D7_0105800.1;cyclin-dependent kinases regulatory subunit, putative;1;Pf3D7_01_v3:249,231..252,010(-);null;PF3D7_0105800
PF3D7_0105900;PF3D7_0105900.1;3'-5' exonuclease, putative;1;Pf3D7_01_v3:253,584..254,930(+);null;PF3D7_0105900
PF3D7_0106200;PF3D7_0106200.1;EF hand domain-containing protein, putative;1;Pf3D7_01_v3:263,340..264,223(-);null;PF3D7_0106200
PF3D7_0106400;PF3D7_0106400.1;pre-rRNA-processing protein TSR2, putative;1;Pf3D7_01_v3:272,454..273,404(+);null;PF3D7_0106400
PF3D7_0107700;PF3D7_0107700.1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative;1;Pf3D7_01_v3:320,168..321,508(+);null;PF3D7_0107700
PF3D7_0108300;PF3D7_0108300.1;conserved Plasmodium protein, unknown function;1;Pf3D7_01_v3:337,168..343,833(+);ARP;PF3D7_0108300
PF3D7_0108400;PF3D7_0108400.1;mitochondrial carrier protein, putative;1;Pf3D7_01_v3:344,400..346,540(-);null;PF3D7_0108400
PF3D7_0108500;PF3D7_0108500.1;conserved Plasmodium protein, unknown function;1;Pf3D7_01_v3:349,170..349,709(+);null;PF3D7_0108500
PF3D7_0109200;PF3D7_0109200.1;cleavage and polyadenylation specificity factor subunit 5, putative;1;Pf3D7_01_v3:369,480..370,178(-);CFIM25;PF3D7_0109200
PF3D7_0109300;PF3D7_0109300.1;fatty acid elongation protein, GNS1/SUR4 family, putative;1;Pf3D7_01_v3:371,815..373,012(-);null;PF3D7_0109300
PF3D7_0109400;PF3D7_0109400.1;tubulin-specific chaperone a, putative;1;Pf3D7_01_v3:374,439..375,087(-);null;PF3D7_0109400
PF3D7_0109700;PF3D7_0109700.1;rRNA biogenesis protein RRP36, putative;1;Pf3D7_01_v3:379,149..379,806(-);RRP36;PF3D7_0109700
PF3D7_0110100;PF3D7_0110100.1;selenocysteine-specific elongation factor, putative;1;Pf3D7_01_v3:389,261..392,065(-);SELB;PF3D7_0110100
PF3D7_0110700;PF3D7_0110700.1;chromatin assembly factor 1 protein WD40 domain, putative;1;Pf3D7_01_v3:413,760..415,100(-);null;PF3D7_0110700
PF3D7_0111400;PF3D7_0111400.1;conserved Plasmodium protein, unknown function;1;Pf3D7_01_v3:436,408..438,564(+);GEXP19;PF3D7_0111400
PF3D7_0111500;PF3D7_0111500.1;UMP-CMP kinase, putative;1;Pf3D7_01_v3:439,652..441,418(-);null;PF3D7_0111500
PF3D7_0112800;PF3D7_0112800.1;Plasmodium exported protein (hyp11), unknown function;1;Pf3D7_01_v3:481,809..482,618(-);null;PF3D7_0112800
PF3D7_0113200;PF3D7_0113200.1;Plasmodium exported protein, unknown function;1;Pf3D7_01_v3:500,959..502,868(-);null;PF3D7_0113200
PF3D7_0113400;PF3D7_0113400.1;Plasmodium exported protein, unknown function;1;Pf3D7_01_v3:508,252..509,748(-);null;PF3D7_0113400
PF3D7_0113700;PF3D7_0113700.1;heat shock protein 40, type II;1;Pf3D7_01_v3:520,807..522,579(+);HSP40;PF3D7_0113700
PF3D7_0113900;PF3D7_0113900.1;CX3CL1-binding protein 1;1;Pf3D7_01_v3:537,109..538,025(-);CBP1;PF3D7_0113900
PF3D7_0114100;PF3D7_0114100.1;Pfmc-2TM Maurer's cleft two transmembrane protein;1;Pf3D7_01_v3:547,597..548,380(-);MC-2TM;PF3D7_0114100
PF3D7_0114200;PF3D7_0114200.1;exported protein family 3;1;Pf3D7_01_v3:550,576..551,713(-);EPF3;PF3D7_0114200
PF3D7_0114400;PF3D7_0114400.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;1;Pf3D7_01_v3:554,057..555,439(-);VAR;PF3D7_0114400
PF3D7_0114500;PF3D7_0114500.1;Plasmodium exported protein (hyp10), unknown function;1;Pf3D7_01_v3:558,201..558,708(-);null;PF3D7_0114500
PF3D7_0114600;PF3D7_0114600.1;stevor, pseudogene;1;Pf3D7_01_v3:560,474..561,534(-);null;PF3D7_0114600
PF3D7_0114800;PF3D7_0114800.1;Plasmodium exported protein (hyp7), unknown function;1;Pf3D7_01_v3:569,485..570,272(-);null;PF3D7_0114800
PF3D7_0115500;PF3D7_0115500.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;1;Pf3D7_01_v3:600,692..601,992(+);null;PF3D7_0115500
PF3D7_0200800;PF3D7_0200800.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;2;Pf3D7_02_v3:51,842..53,055(-);null;PF3D7_0200800
PF3D7_0200900;PF3D7_0200900.1;stevor, pseudogene;2;Pf3D7_02_v3:54,254..55,255(-);null;PF3D7_0200900
PF3D7_0201500;PF3D7_0201500.1;Plasmodium exported protein (hyp9), unknown function;2;Pf3D7_02_v3:73,441..74,396(-);null;PF3D7_0201500
PF3D7_0201600;PF3D7_0201600.1;PHISTb domain-containing RESA-like protein 1;2;Pf3D7_02_v3:77,251..78,808(-);RLP1;PF3D7_0201600
PF3D7_0201800;PF3D7_0201800.1;knob associated heat shock protein 40;2;Pf3D7_02_v3:86,832..88,791(-);KAHsp40;PF3D7_0201800
PF3D7_0202200;PF3D7_0202200.1;EMP1-trafficking protein;2;Pf3D7_02_v3:112,547..113,682(-);PTP1;PF3D7_0202200
PF3D7_0202600;PF3D7_0202600.1;nucleic acid binding protein, putative;2;Pf3D7_02_v3:129,342..133,563(-);null;PF3D7_0202600
PF3D7_0203600;PF3D7_0203600.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:166,144..168,051(+);null;PF3D7_0203600
PF3D7_0204000;PF3D7_0204000.1;condensin-2 complex subunit H2, putative;2;Pf3D7_02_v3:178,955..181,526(+);null;PF3D7_0204000
PF3D7_0204100;PF3D7_0204100.1;Sel1 repeat-containing protein, putative;2;Pf3D7_02_v3:182,228..189,115(-);null;PF3D7_0204100
PF3D7_0204300;PF3D7_0204300.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:194,826..196,916(-);null;PF3D7_0204300
PF3D7_0204400;PF3D7_0204400.1;dynein light chain, putative;2;Pf3D7_02_v3:197,219..198,043(-);null;PF3D7_0204400
PF3D7_0205800;PF3D7_0205800.1;PH domain-containing protein, putative;2;Pf3D7_02_v3:232,729..233,476(-);PH1;PF3D7_0205800
PF3D7_0206800;PF3D7_0206800.1;merozoite surface protein 2;2;Pf3D7_02_v3:273,689..274,507(-);MSP2;PF3D7_0206800
PF3D7_0207000;PF3D7_0207000.1;merozoite surface protein 4;2;Pf3D7_02_v3:277,494..278,456(-);MSP4;PF3D7_0207000
PF3D7_0208300;PF3D7_0208300.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:337,558..342,966(+);null;PF3D7_0208300
PF3D7_0208400;PF3D7_0208400.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:343,308..349,340(-);null;PF3D7_0208400
PF3D7_0208800;PF3D7_0208800.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:359,142..359,849(+);null;PF3D7_0208800
PF3D7_0209500;PF3D7_0209500.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:391,275..392,789(-);null;PF3D7_0209500
PF3D7_0209700;PF3D7_0209700.1;RING zinc finger protein, putative;2;Pf3D7_02_v3:400,153..401,859(-);null;PF3D7_0209700
PF3D7_0210400;PF3D7_0210400.1;50S ribosomal protein L33, putative;2;Pf3D7_02_v3:425,689..426,497(+);null;PF3D7_0210400
PF3D7_0210800;PF3D7_0210800.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:437,755..439,002(-);null;PF3D7_0210800
PF3D7_0210900;PF3D7_0210900.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:442,080..442,934(-);null;PF3D7_0210900
PF3D7_0211300;PF3D7_0211300.1;ubiquinol-cytochrome-c reductase complex assembly factor 1, putative;2;Pf3D7_02_v3:457,130..458,585(-);null;PF3D7_0211300
PF3D7_0211900;PF3D7_0211900.1;pseudouridine synthase, putative;2;Pf3D7_02_v3:477,432..479,091(-);null;PF3D7_0211900
PF3D7_0212200;PF3D7_0212200.1;ribosomal protein L12, mitochondrial, putative;2;Pf3D7_02_v3:489,904..490,818(-);null;PF3D7_0212200
PF3D7_0212500;PF3D7_0212500.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:509,525..521,746(+);null;PF3D7_0212500
PF3D7_0213500;PF3D7_0213500.1;tetratricopeptide repeat protein, putative;2;Pf3D7_02_v3:543,802..545,895(-);null;PF3D7_0213500
PF3D7_0213600;PF3D7_0213600.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:546,482..555,294(-);null;PF3D7_0213600
PF3D7_0213700;PF3D7_0213700.1;conserved protein, unknown function;2;Pf3D7_02_v3:557,048..557,696(+);null;PF3D7_0213700
PF3D7_0213900;PF3D7_0213900.1;RTR1 domain-containing protein, putative;2;Pf3D7_02_v3:561,122..564,622(-);null;PF3D7_0213900
PF3D7_0214000;PF3D7_0214000.1;T-complex protein 1 subunit theta;2;Pf3D7_02_v3:566,121..567,894(+);CCT8;PF3D7_0214000
PF3D7_0215200;PF3D7_0215200.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:626,976..627,710(+);null;PF3D7_0215200
PF3D7_0216300;PF3D7_0216300.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:670,413..674,558(+);null;PF3D7_0216300
PF3D7_0216700;PF3D7_0216700.1;autophagy-related protein 11, putative;2;Pf3D7_02_v3:690,311..695,783(+);ATG11;PF3D7_0216700
PF3D7_0216800;PF3D7_0216800.1;TMEM121 domain-containing protein, putative;2;Pf3D7_02_v3:696,193..699,561(-);null;PF3D7_0216800
PF3D7_0217300;PF3D7_0217300.1;AP-2 complex subunit sigma, putative;2;Pf3D7_02_v3:715,798..716,549(-);AP2S;PF3D7_0217300
PF3D7_0217400;PF3D7_0217400.1;conserved protein, unknown function;2;Pf3D7_02_v3:717,692..718,281(+);null;PF3D7_0217400
PF3D7_0217600;PF3D7_0217600.1;conserved Plasmodium protein, unknown function;2;Pf3D7_02_v3:723,747..729,932(-);null;PF3D7_0217600
PF3D7_0217700;PF3D7_0217700.1;E2F-associated phosphoprotein, putative;2;Pf3D7_02_v3:731,120..732,312(-);null;PF3D7_0217700
PF3D7_0217800;PF3D7_0217800.1;40S ribosomal protein S26;2;Pf3D7_02_v3:734,272..734,595(+);RPS26;PF3D7_0217800
PF3D7_0218100;PF3D7_0218100.1;conserved protein, unknown function;2;Pf3D7_02_v3:741,014..742,459(+);null;PF3D7_0218100
PF3D7_0220400;PF3D7_0220400.1;DnaJ protein, putative, pseudogene;2;Pf3D7_02_v3:820,429..822,541(+);null;PF3D7_0220400
PF3D7_0220600;PF3D7_0220600.1;Plasmodium exported protein (hyp9), unknown function;2;Pf3D7_02_v3:831,189..832,005(+);null;PF3D7_0220600
PF3D7_0220800;PF3D7_0220800.1;cytoadherence linked asexual protein 2;2;Pf3D7_02_v3:838,843..844,116(+);CLAG2;PF3D7_0220800
PF3D7_0221600;PF3D7_0221600.1;Plasmodium exported protein, unknown function, pseudogene;2;Pf3D7_02_v3:865,916..866,538(-);null;PF3D7_0221600
PF3D7_0222000;PF3D7_0222000.1;exported protein family 1;2;Pf3D7_02_v3:876,984..877,832(+);EPF1;PF3D7_0222000
PF3D7_0222100;PF3D7_0222100.1;Pfmc-2TM Maurer's cleft two transmembrane protein;2;Pf3D7_02_v3:878,468..879,251(-);MC-2TM;PF3D7_0222100
PF3D7_0222200;PF3D7_0222200.1;exported protein family 3;2;Pf3D7_02_v3:881,469..882,267(-);EPF3;PF3D7_0222200
PF3D7_0222400;PF3D7_0222400.1;rifin, pseudogene;2;Pf3D7_02_v3:886,625..887,802(+);RIF;PF3D7_0222400
PF3D7_0222900;PF3D7_0222900.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;2;Pf3D7_02_v3:901,494..902,853(+);VAR;PF3D7_0222900
PF3D7_0223300;PF3D7_0223300.1;erythrocyte membrane protein 1 (PfEMP1), exon 2;2;Pf3D7_02_v3:909,350..911,054(+);null;PF3D7_0223300
PF3D7_0301100;PF3D7_0301100.1;Plasmodium exported protein (hyp13), unknown function;3;Pf3D7_03_v3:76,494..77,474(+);null;PF3D7_0301100
PF3D7_0301500;PF3D7_0301500.1;Plasmodium exported protein, unknown function;3;Pf3D7_03_v3:88,250..89,231(-);null;PF3D7_0301500
PF3D7_0301600;PF3D7_0301600.1;Plasmodium exported protein (hyp1), unknown function;3;Pf3D7_03_v3:91,115..93,463(-);GEXP21;PF3D7_0301600
PF3D7_0301900;PF3D7_0301900.1;conserved protein, unknown function;3;Pf3D7_03_v3:105,913..107,109(-);null;PF3D7_0301900
PF3D7_0302000;PF3D7_0302000.1;pre-mRNA-splicing factor PRP46, putative;3;Pf3D7_03_v3:107,961..109,880(-);PRP46;PF3D7_0302000
PF3D7_0302200;PF3D7_0302200.1;cytoadherence linked asexual protein 3.2;3;Pf3D7_03_v3:119,458..124,735(+);CLAG3.2;PF3D7_0302200
PF3D7_0302500;PF3D7_0302500.1;cytoadherence linked asexual protein 3.1;3;Pf3D7_03_v3:135,418..140,660(+);CLAG3.1;PF3D7_0302500
PF3D7_0302700;PF3D7_0302700.1;CDGSH iron-sulfur domain-containing protein, putative;3;Pf3D7_03_v3:146,372..147,056(-);null;PF3D7_0302700
PF3D7_0302800;PF3D7_0302800.1;RNA-binding protein, putative;3;Pf3D7_03_v3:148,046..149,305(-);null;PF3D7_0302800
PF3D7_0304300;PF3D7_0304300.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:212,283..216,572(+);null;PF3D7_0304300
PF3D7_0304400;PF3D7_0304400.1;60S ribosomal protein L44;3;Pf3D7_03_v3:217,941..218,489(+);RPL44;PF3D7_0304400
PF3D7_0304700;PF3D7_0304700.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:224,160..225,793(-);null;PF3D7_0304700
PF3D7_0305100;PF3D7_0305100.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:236,334..248,270(-);null;PF3D7_0305100
PF3D7_0305200;PF3D7_0305200.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:251,242..254,661(+);null;PF3D7_0305200
PF3D7_0305400;PF3D7_0305400.1;conserved protein, unknown function;3;Pf3D7_03_v3:260,332..261,085(+);null;PF3D7_0305400
PF3D7_0305500;PF3D7_0305500.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:261,485..273,286(-);null;PF3D7_0305500
PF3D7_0306600;PF3D7_0306600.1;ATP synthase-associated protein, putative;3;Pf3D7_03_v3:302,826..303,083(+);null;PF3D7_0306600
PF3D7_0306700;PF3D7_0306700.1;ER membrane protein complex subunit 5, putative;3;Pf3D7_03_v3:304,317..304,999(+);EMC5;PF3D7_0306700
PF3D7_0307200;PF3D7_0307200.1;60S ribosomal protein L7, putative;3;Pf3D7_03_v3:314,976..316,236(-);null;PF3D7_0307200
PF3D7_0307500;PF3D7_0307500.1;spindle and kinetochore-associated protein 2, putative;3;Pf3D7_03_v3:322,933..324,836(-);SKA2;PF3D7_0307500
PF3D7_0307800;PF3D7_0307800.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:337,179..339,278(+);null;PF3D7_0307800
PF3D7_0307900;PF3D7_0307900.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:340,028..351,652(-);null;PF3D7_0307900
PF3D7_0309100;PF3D7_0309100.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:387,219..388,473(-);null;PF3D7_0309100
PF3D7_0309300;PF3D7_0309300.1;N2227-like protein, putative;3;Pf3D7_03_v3:397,649..400,516(+);null;PF3D7_0309300
PF3D7_0309700;PF3D7_0309700.1;SECIS-binding protein 2, putative;3;Pf3D7_03_v3:409,102..410,928(-);SBP2;PF3D7_0309700
PF3D7_0310700;PF3D7_0310700.1;trafficking protein particle complex subunit 4, putative;3;Pf3D7_03_v3:463,326..464,274(+);null;PF3D7_0310700
PF3D7_0311500;PF3D7_0311500.1;conserved protein, unknown function;3;Pf3D7_03_v3:497,118..497,363(-);null;PF3D7_0311500
PF3D7_0311800;PF3D7_0311800.1;ATP synthase F0 subunit d-like protein, putative;3;Pf3D7_03_v3:506,655..508,846(+);null;PF3D7_0311800
PF3D7_0312000;PF3D7_0312000.1;conserved protein, unknown function;3;Pf3D7_03_v3:512,130..512,951(+);null;PF3D7_0312000
PF3D7_0312200;PF3D7_0312200.1;tetratricopeptide repeat protein, putative;3;Pf3D7_03_v3:516,793..520,503(-);null;PF3D7_0312200
PF3D7_0312800;PF3D7_0312800.1;60S ribosomal protein L26, putative;3;Pf3D7_03_v3:534,239..535,238(+);null;PF3D7_0312800
PF3D7_0313200;PF3D7_0313200.1;conserved protein, unknown function;3;Pf3D7_03_v3:543,241..543,942(-);null;PF3D7_0313200
PF3D7_0313300;PF3D7_0313300.1;YGGT family protein, putative;3;Pf3D7_03_v3:544,055..545,194(-);null;PF3D7_0313300
PF3D7_0313500;PF3D7_0313500.1;Ras-like G protein;3;Pf3D7_03_v3:548,718..551,453(+);PfG;PF3D7_0313500
PF3D7_0313900;PF3D7_0313900.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:562,366..565,656(-);null;PF3D7_0313900
PF3D7_0314000;PF3D7_0314000.1;HSP20-like chaperone, putative;3;Pf3D7_03_v3:567,247..568,850(+);null;PF3D7_0314000
PF3D7_0315000;PF3D7_0315000.1;zinc finger protein, putative;3;Pf3D7_03_v3:611,334..612,014(+);null;PF3D7_0315000
PF3D7_0315100;PF3D7_0315100.1;eukaryotic translation initiation factor 4E;3;Pf3D7_03_v3:612,739..613,422(-);eIF4E;PF3D7_0315100
PF3D7_0315400;PF3D7_0315400.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:630,611..631,381(-);null;PF3D7_0315400
PF3D7_0315700;PF3D7_0315700.1;conserved Plasmodium membrane protein, unknown function;3;Pf3D7_03_v3:638,283..641,306(+);null;PF3D7_0315700
PF3D7_0316000;PF3D7_0316000.1;microneme associated antigen;3;Pf3D7_03_v3:645,921..646,844(-);MA;PF3D7_0316000
PF3D7_0316600;PF3D7_0316600.1;formate-nitrite transporter;3;Pf3D7_03_v3:669,302..670,873(-);FNT;PF3D7_0316600
PF3D7_0317100;PF3D7_0317100.1;6-cysteine protein;3;Pf3D7_03_v3:686,282..689,482(+);B9;PF3D7_0317100
PF3D7_0317500;PF3D7_0317500.1;kinesin-5;3;Pf3D7_03_v3:716,523..721,831(-);EG5;PF3D7_0317500
PF3D7_0317600;PF3D7_0317600.1;40S ribosomal protein S11, putative;3;Pf3D7_03_v3:725,015..726,130(+);RPS11;PF3D7_0317600
PF3D7_0317900;PF3D7_0317900.1;conserved protein, unknown function;3;Pf3D7_03_v3:739,428..741,733(+);null;PF3D7_0317900
PF3D7_0318300;PF3D7_0318300.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:756,491..760,292(-);null;PF3D7_0318300
PF3D7_0319600;PF3D7_0319600.1;elongation factor 1-delta, putative;3;Pf3D7_03_v3:817,913..818,695(+);EF-1delta;PF3D7_0319600
PF3D7_0320000;PF3D7_0320000.1;protein phosphatase inhibitor 2;3;Pf3D7_03_v3:837,307..838,271(+);I2;PF3D7_0320000
PF3D7_0320200;PF3D7_0320200.1;CPW-WPC family protein;3;Pf3D7_03_v3:842,539..844,290(+);null;PF3D7_0320200
PF3D7_0320600;PF3D7_0320600.1;conserved protein, unknown function;3;Pf3D7_03_v3:862,741..863,832(-);null;PF3D7_0320600
