Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples)
PF3D7_0924800;PF3D7_0924800.1;telomeric repeat binding factor 1, putative;0;53.2
PF3D7_0924900;PF3D7_0924900.1;alpha-tubulin N-acetyltransferase, putative;0;30.2
PF3D7_0925000;PF3D7_0925000.1;conserved Plasmodium protein, unknown function;5.9;25.9
PF3D7_0925100;PF3D7_0925100.1;conserved Plasmodium protein, unknown function;6.2;48.3
PF3D7_0925200;PF3D7_0925200.1;ribosomal RNA-processing protein 8, putative;26.8;84.3
PF3D7_0925300;PF3D7_0925300.1;proline--tRNA ligase, putative;44.8;80.6
PF3D7_0925400;PF3D7_0925400.1;protein phosphatase-beta;29;54.7
PF3D7_0925500;PF3D7_0925500.1;thioredoxin-like protein 2;20.2;81.2
PF3D7_0925600;PF3D7_0925600.1;zinc binding protein (Yippee), putative;32.9;70.6
PF3D7_0925700;PF3D7_0925700.1;histone deacetylase 1;71.3;91.2
PF3D7_0925800;PF3D7_0925800.1;armadillo repeat protein, putative;24.9;45.1
PF3D7_0925900;PF3D7_0925900.1;parasitophorous vacuolar protein 5, putative;97;99.7
PF3D7_0926000;PF3D7_0926000.1;protein kinase, putative;25.4;45.3
PF3D7_0926100;PF3D7_0926100.1;protein kinase, putative;25;89.1
PF3D7_0926200;PF3D7_0926200.1;conserved Plasmodium protein, unknown function;77.1;97.2
PF3D7_0926300;PF3D7_0926300.1;protein kinase, putative;18.1;33.6
PF3D7_0926400;PF3D7_0926400.1;monocarboxylate transporter, putative;64.7;93.8
PF3D7_0926500;PF3D7_0926500.1;tetratricopeptide repeat protein, putative;19.4;55.7
PF3D7_0926600;PF3D7_0926600.1;conserved Plasmodium membrane protein, unknown function;7.2;22.1
PF3D7_0926700;PF3D7_0926700.1;glutamine-dependent NAD(+) synthetase, putative;48.4;84.4
PF3D7_0926800;PF3D7_0926800.1;conserved Plasmodium protein, unknown function;22.4;53.9
PF3D7_0926900;PF3D7_0926900.1;replication termination factor, putative;53.3;83.5
PF3D7_0927000;PF3D7_0927000.1;HSP90 co-chaperone p23;30.3;86.2
PF3D7_0927100;PF3D7_0927100.1;conserved protein, unknown function;47.7;81.9
PF3D7_0927200;PF3D7_0927200.1;zinc finger protein, putative;12.9;59.6
PF3D7_0927300;PF3D7_0927300.1;fumarate hydratase;29.1;62.9
PF3D7_0927400;PF3D7_0927400.1;conserved Plasmodium protein, unknown function;4.6;15.2
PF3D7_0927500;PF3D7_0927500.1;dynein light chain, putative;10.4;64.9
PF3D7_0927600;PF3D7_0927600.1;RNA-binding protein, putative;74.5;93.7
PF3D7_0927700;PF3D7_0927700.1;serine/threonine protein phosphatase 4, putative;17.2;81.3
PF3D7_0927800;PF3D7_0927800.1;cytochrome c oxidase subunit 5B, putative;58;91.3
PF3D7_0927900;PF3D7_0927900.1;phosphatidylserine decarboxylase;57;91.5
PF3D7_0928000;PF3D7_0928000.1;cytochrome c oxidase subunit 6B, putative;85.4;97.8
PF3D7_0928000;PF3D7_0928000.2;cytochrome c oxidase subunit 6B, putative;85.4;97.8
PF3D7_0928100;PF3D7_0928100.1;conserved Plasmodium protein, unknown function;11;36.3
PF3D7_0928200;PF3D7_0928200.1;conserved Plasmodium protein, unknown function;58.1;81.8
PF3D7_0928300;PF3D7_0928300.1;conserved Plasmodium protein, unknown function;33.1;63.8
PF3D7_0928400;PF3D7_0928400.1;conserved protein, unknown function;76.7;90.1
PF3D7_0928500;PF3D7_0928500.1;conserved Plasmodium protein, unknown function;36.9;63.6
PF3D7_0928600;PF3D7_0928600.1;conserved Plasmodium protein, unknown function;21.5;90.9
PF3D7_0928700;PF3D7_0928700.1;conserved Plasmodium protein, unknown function;16.9;37
PF3D7_0928800;PF3D7_0928800.1;serine/threonine protein kinase, putative;32.4;59.7
PF3D7_0928900;PF3D7_0928900.1;guanylate kinase;49.8;79.9
PF3D7_0929000;PF3D7_0929000.1;transcription initiation factor TFIID subunit 7, putative;46.6;75.9
PF3D7_0929100;PF3D7_0929100.1;conserved protein, unknown function;45.9;68.2
PF3D7_0929200;PF3D7_0929200.1;RNA-binding protein, putative;92.3;98.5
PF3D7_0929300;PF3D7_0929300.1;conserved Plasmodium protein, unknown function;24.6;60.6
PF3D7_0929400;PF3D7_0929400.1;high molecular weight rhoptry protein 2;80.3;99.8
PF3D7_0929500;PF3D7_0929500.1;conserved protein, unknown function;17.1;88.4
PF3D7_0929600;PF3D7_0929600.1;G2 protein, putative;0;38
PF3D7_0929700;PF3D7_0929700.1;conserved Plasmodium protein, unknown function;16.4;81.9
PF3D7_0929800;PF3D7_0929800.1;conserved Plasmodium protein, unknown function;0;41.6
PF3D7_0929900;PF3D7_0929900.1;conserved Plasmodium protein, unknown function;15.3;85.4
PF3D7_0930000;PF3D7_0930000.1;procollagen lysine 5-dioxygenase, putative;24.8;40.1
PF3D7_0930100;PF3D7_0930100.1;heptatricopeptide repeat-containing protein, putative;39.2;58.9
PF3D7_0930200;PF3D7_0930200.1;leucine-rich repeat protein;20.9;69
PF3D7_0930300;PF3D7_0930300.1;merozoite surface protein 1;77.8;99.1
PF3D7_0930400;PF3D7_0930400.1;zinc finger protein, putative;23.8;70.1
PF3D7_0930400;PF3D7_0930400.2;zinc finger protein, putative;23.8;70.1
PF3D7_0930500;PF3D7_0930500.1;diacylglycerol kinase, putative;32.5;78.9
PF3D7_0930600;PF3D7_0930600.1;peptidyl-prolyl cis-trans isomerase;53.9;85.1
PF3D7_0930700;PF3D7_0930700.1;conserved Plasmodium protein, unknown function;29.7;80.9
PF3D7_0930800;PF3D7_0930800.1;conserved Plasmodium membrane protein, unknown function;22.7;39.6
PF3D7_0930900;PF3D7_0930900.1;NifU-like protein, putative;5.7;38.4
PF3D7_0931000;PF3D7_0931000.1;elongation factor Tu, putative;38.4;56
PF3D7_0931100;PF3D7_0931100.1;nucleolar protein Nop52, putative;52.4;88
PF3D7_0931200;PF3D7_0931200.1;selenoprotein;47.1;87.3
PF3D7_0931300;PF3D7_0931300.1;conserved Plasmodium protein, unknown function;11.7;86
PF3D7_0931400;PF3D7_0931400.1;PUB domain-containing protein, putative;61.3;80.7
PF3D7_0931500;PF3D7_0931500.1;conserved Plasmodium protein, unknown function;47.2;95.8
PF3D7_0931600;PF3D7_0931600.1;conserved protein, unknown function;0;16.8
PF3D7_0931700;PF3D7_0931700.1;PIH1 domain-containing protein, putative;10.5;26
PF3D7_0931800;PF3D7_0931800.1;proteasome subunit beta type-6, putative;74.8;93.5
PF3D7_0931900;PF3D7_0931900.1;adenylate kinase-like protein 2;25.7;69.5
PF3D7_0932000;PF3D7_0932000.1;conserved Plasmodium protein, unknown function;72.1;99.1
PF3D7_0932100;PF3D7_0932100.1;protein MAM3, putative;26.1;84
PF3D7_0932200;PF3D7_0932200.1;profilin;42.7;98.8
PF3D7_0932300;PF3D7_0932300.1;M18 aspartyl aminopeptidase;57.2;90.5
PF3D7_0932400;PF3D7_0932400.1;peptide chain release factor 1;27.6;56.1
PF3D7_0932500;PF3D7_0932500.1;palmitoyltransferase DHHC6, putative;15.8;61.7
PF3D7_0932600;PF3D7_0932600.1;apicoplast ribosomal protein S6, putative;40;87.5
PF3D7_0932700;PF3D7_0932700.1;conserved Plasmodium protein, unknown function;8.8;39
PF3D7_0932800;PF3D7_0932800.1;importin alpha re-exporter, putative;79.1;84
PF3D7_0932900;PF3D7_0932900.1;conserved Plasmodium protein, unknown function;13.3;53.1
PF3D7_0933000;PF3D7_0933000.1;CSTF domain-containing protein, putative;55.7;83.2
PF3D7_0933100;PF3D7_0933100.1;conserved Plasmodium protein, unknown function;10.1;22.7
PF3D7_0933200;PF3D7_0933200.1;calcyclin-binding protein, putative;0;62.4
PF3D7_0933300;PF3D7_0933300.1;conserved Plasmodium protein, unknown function;33.9;66.5
PF3D7_0933400;PF3D7_0933400.1;conserved Plasmodium protein, unknown function;14.5;51.8
PF3D7_0933500;PF3D7_0933500.1;gamma-tubulin complex component, putative;35;49.1
PF3D7_0933600;PF3D7_0933600.1;mitochondrial-processing peptidase subunit beta, putative;73.6;88.5
PF3D7_0933700;PF3D7_0933700.1;conserved Plasmodium protein, unknown function;33;62.5
PF3D7_0933800;PF3D7_0933800.1;tubulin delta chain, putative;6.3;23.4
PF3D7_0933900;PF3D7_0933900.1;conserved Plasmodium protein, unknown function;46.7;83.1
PF3D7_0934000;PF3D7_0934000.1;histidine--tRNA ligase, putative;29.2;64.7
PF3D7_0934100;PF3D7_0934100.1;TFIIH basal transcription factor complex helicase XPD subunit;41.3;67.1
PF3D7_0934200;PF3D7_0934200.1;conserved protein, unknown function;9;66.8
PF3D7_0934300;PF3D7_0934300.1;ATP synthase-associated protein, putative;26.8;92.3
PF3D7_0934400;PF3D7_0934400.1;AP2 domain transcription factor, putative;42.3;84
PF3D7_0934500;PF3D7_0934500.1;V-type proton ATPase subunit E, putative;89.4;95.7
PF3D7_0934600;PF3D7_0934600.1;conserved Plasmodium protein, unknown function;18.2;94.9
PF3D7_0934700;PF3D7_0934700.1;UBX domain-containing protein, putative;80;94
PF3D7_0934800;PF3D7_0934800.1;cAMP-dependent protein kinase catalytic subunit;54.2;98.6
PF3D7_0934900;PF3D7_0934900.1;conserved Plasmodium protein, unknown function;17.6;57.6
PF3D7_0935000;PF3D7_0935000.1;U2 small nuclear ribonucleoprotein B'', putative;77;95.3
PF3D7_0935100;PF3D7_0935100.1;protein kish, putative;73.2;93.6
PF3D7_0935200;PF3D7_0935200.1;vacuolar protein sorting-associated protein 33, putative;33.5;62.8
PF3D7_0935300;PF3D7_0935300.1;phosphatidylinositol N-acetylglucosaminyltransferase subunit P, putative;36.8;69.7
PF3D7_0935400;PF3D7_0935400.1;gametocyte development protein 1;70.7;97.7
PF3D7_0935500;PF3D7_0935500.1;Plasmodium exported protein, unknown function;56.7;85.4
PF3D7_0935600;PF3D7_0935600.1;gametocytogenesis-implicated protein;58.2;99.3
PF3D7_0935700;PF3D7_0935700.1;Plasmodium exported protein, unknown function;16;92.1
PF3D7_0935800;PF3D7_0935800.1;cytoadherence linked asexual protein 9;52;97.6
PF3D7_0935900;PF3D7_0935900.1;ring-exported protein 1;53.3;99.6
PF3D7_0936000;PF3D7_0936000.1;ring-exported protein 2;85.1;98.7
PF3D7_0936100;PF3D7_0936100.1;early transcribed membrane protein;77.2;93
PF3D7_0936200;PF3D7_0936200.1;Plasmodium exported protein (hyp11), unknown function;36.5;84.8
PF3D7_0936300;PF3D7_0936300.1;ring-exported protein 3;49.7;99.7
PF3D7_0936400;PF3D7_0936400.1;ring-exported protein 4;24.1;90.1
PF3D7_0936500;PF3D7_0936500.1;virulence-associated protein 1;7.7;44
PF3D7_0936600;PF3D7_0936600.1;gametocyte exported protein 5;70.8;95.5
PF3D7_0936700;PF3D7_0936700.1;lysophospholipase, putative;0;25.9
PF3D7_0936800;PF3D7_0936800.1;Plasmodium exported protein (PHISTc), unknown function;62.4;99.4
PF3D7_0936900;PF3D7_0936900.1;Plasmodium exported protein (PHISTb), unknown function, pseudogene;6;17.3
PF3D7_0937000;PF3D7_0937000.1;Plasmodium exported protein (PHISTb), unknown function;0;25.3
PF3D7_0937100;PF3D7_0937100.1;Plasmodium exported protein, unknown function;0;10.6
PF3D7_0937200;PF3D7_0937200.1;lysophospholipase, putative;4.3;29.8
PF3D7_0937300;PF3D7_0937300.1;rifin;5.2;17.1
PF3D7_0937400;PF3D7_0937400.1;rifin;4.9;14.7
PF3D7_0937500;PF3D7_0937500.1;rifin;4.8;36.3
PF3D7_0937600;PF3D7_0937600.1;erythrocyte membrane protein 1, PfEMP1;0;52.6
PF3D7_0937700;PF3D7_0937700.1;rifin;0;16.4
PF3D7_0937800;PF3D7_0937800.1;erythrocyte membrane protein 1, PfEMP1;18;50.7
PF3D7_1000100;PF3D7_1000100.1;erythrocyte membrane protein 1, PfEMP1;25.3;54.5
PF3D7_1000200;PF3D7_1000200.1;rifin;11.6;48.3
PF3D7_1000300;PF3D7_1000300.1;rifin;0;17.8
PF3D7_1000400;PF3D7_1000400.1;rifin;0;19.9
PF3D7_1000500;PF3D7_1000500.1;rifin;0;22.3
PF3D7_1000600;PF3D7_1000600.1;rifin;20.3;87.4
PF3D7_1000700;PF3D7_1000700.1;Plasmodium exported protein (PHISTa), unknown function, pseudogene;0;19.1
PF3D7_1000800;PF3D7_1000800.1;stevor, pseudogene;0;24.2
PF3D7_1000900;PF3D7_1000900.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;4;33
PF3D7_1001000;PF3D7_1001000.1;Plasmodium exported protein (hyp12), unknown function;33.1;90.6
PF3D7_1001100;PF3D7_1001100.1;acyl-CoA binding protein, isoform 1, ACBP1;29.9;93.4
PF3D7_1001100;PF3D7_1001100.2;acyl-CoA binding protein, isoform 1, ACBP1;29.9;93.4
PF3D7_1001200;PF3D7_1001200.1;acyl-CoA binding protein, isoform 2, ACBP2;83.6;98.4
PF3D7_1001300;PF3D7_1001300.1;Plasmodium exported protein (PHISTa), unknown function;22.4;72.1
PF3D7_1001400;PF3D7_1001400.1;exported lipase 1;25.2;94
PF3D7_1001500;PF3D7_1001500.1;early transcribed membrane protein 10.1;96.6;100
PF3D7_1001600;PF3D7_1001600.1;exported lipase 2;57.1;97.4
PF3D7_1001700;PF3D7_1001700.1;Plasmodium exported protein (PHISTc), unknown function;77.9;95.9
PF3D7_1001800;PF3D7_1001800.1;Plasmodium exported protein (PHISTc), unknown function;30;95.7
PF3D7_1001900;PF3D7_1001900.1;Plasmodium exported protein (hyp16), unknown function;45.2;96.3
PF3D7_1002000;PF3D7_1002000.1;Plasmodium exported protein (hyp2), unknown function;4;94.3
PF3D7_1002100;PF3D7_1002100.1;EMP1-trafficking protein;55.3;99.2
PF3D7_1002200;PF3D7_1002200.1;tryptophan-rich antigen 3;46.9;74.5
PF3D7_1002300;PF3D7_1002300.1;conserved Plasmodium protein, unknown function;7.3;24.5
PF3D7_1002400;PF3D7_1002400.1;transformer-2 protein homolog beta, putative;89.7;98.9
PF3D7_1002400;PF3D7_1002400.2;transformer-2 protein homolog beta, putative;89.7;98.9
PF3D7_1002500;PF3D7_1002500.1;conserved protein, unknown function;79.3;90.1
PF3D7_1002600;PF3D7_1002600.1;conserved Plasmodium protein, unknown function;20.3;48.8
PF3D7_1002700;PF3D7_1002700.1;conserved Plasmodium protein, unknown function;35.2;73.2
PF3D7_1002800;PF3D7_1002800.1;DnaJ protein, putative;20.6;50.6
PF3D7_1002900;PF3D7_1002900.1;conserved Plasmodium protein, unknown function;68.5;96.3
PF3D7_1003000;PF3D7_1003000.1;conserved protein, unknown function;13;66.1
PF3D7_1003100;PF3D7_1003100.1;conserved protein, unknown function;59.7;86.7
PF3D7_1003200;PF3D7_1003200.1;ribosome-binding factor A, putative;27.5;57.2
PF3D7_1003300;PF3D7_1003300.1;N-terminal acetyltransferase A complex catalytic subunit ARD1, putative;36.8;79.5
PF3D7_1003400;PF3D7_1003400.1;conserved Plasmodium protein, unknown function;12.7;50.1
PF3D7_1003500;PF3D7_1003500.1;40S ribosomal protein S20e, putative;74.8;94.7
PF3D7_1003600;PF3D7_1003600.1;inner membrane complex protein 1c, putative;74.2;99
PF3D7_1003700;PF3D7_1003700.1;MKT1 domain-containing protein, putative;20.1;37.6
PF3D7_1003800;PF3D7_1003800.1;U5 small nuclear ribonucleoprotein component, putative;43;77.6
PF3D7_1003900;PF3D7_1003900.1;conserved Plasmodium protein, unknown function;0;37.8
PF3D7_1004000;PF3D7_1004000.1;60S ribosomal protein L13, putative;88.5;98.2
PF3D7_1004100;PF3D7_1004100.1;conserved Plasmodium protein, unknown function;9.2;14.6
PF3D7_1004200;PF3D7_1004200.1;WD repeat-containing protein, putative;34.1;53.2
PF3D7_1004300;PF3D7_1004300.1;E3 ubiquitin-protein ligase, putative;55.1;88.1
PF3D7_1004400;PF3D7_1004400.1;RNA-binding protein, putative;25.6;80.7
PF3D7_1004500;PF3D7_1004500.1;conserved Plasmodium protein, unknown function;48.8;89.5
PF3D7_1004600;PF3D7_1004600.1;conserved Plasmodium membrane protein, unknown function;18.5;64.5
PF3D7_1004700;PF3D7_1004700.1;conserved protein, unknown function;26.4;71.2
PF3D7_1004800;PF3D7_1004800.1;ADP/ATP carrier protein, putative;24;79.2
PF3D7_1004900;PF3D7_1004900.1;conserved protein, unknown function;21.4;74.4
PF3D7_1005000;PF3D7_1005000.1;methionine--tRNA ligase, putative;31.4;57.4
PF3D7_1005100;PF3D7_1005100.1;U3 small nucleolar RNA-associated protein 25, putative;23.9;75.6
PF3D7_1005200;PF3D7_1005200.1;conserved Plasmodium protein, unknown function;0;43.8
PF3D7_1005300;PF3D7_1005300.1;conserved Plasmodium protein, unknown function;0;13.8
PF3D7_1005400;PF3D7_1005400.1;conserved Plasmodium protein, unknown function;0;6.9
PF3D7_1005500;PF3D7_1005500.1;regulator of nonsense transcripts 1, putative;61.8;74.6
PF3D7_1005600;PF3D7_1005600.1;DnaJ protein, putative;33;83.6
PF3D7_1005700;PF3D7_1005700.1;peptidase, putative;22.7;36.5
PF3D7_1005800;PF3D7_1005800.1;conserved Plasmodium membrane protein, unknown function;29.6;85.6
PF3D7_1005900;PF3D7_1005900.1;conserved protein, unknown function;26.8;63.2
PF3D7_1006000;PF3D7_1006000.1;IMP1-like protein, putative;0;24.3
PF3D7_1006100;PF3D7_1006100.1;CCR4-NOT transcription complex subunit 5, putative;18.4;47.5
PF3D7_1006200;PF3D7_1006200.1;DNA/RNA-binding protein Alba 3;98.2;99.8
PF3D7_1006300;PF3D7_1006300.1;conserved Plasmodium protein, unknown function;7.3;21.8
PF3D7_1006400;PF3D7_1006400.1;heptatricopeptide repeat-containing protein, putative;29.3;53.3
PF3D7_1006500;PF3D7_1006500.1;conserved Plasmodium protein, unknown function;19.8;51.9
PF3D7_1006600;PF3D7_1006600.1;phosducin-like protein 3, putative;48.8;68.6
PF3D7_1006700;PF3D7_1006700.1;conserved Plasmodium protein, unknown function;28.8;93.4
PF3D7_1006800;PF3D7_1006800.1;single-strand telomeric DNA-binding protein GBP2, putative;83.9;98.6
PF3D7_1006900;PF3D7_1006900.1;PPPDE peptidase, putative;58.1;96.9
PF3D7_1007000;PF3D7_1007000.1;transmembrane protein 147, putative;52.5;85.1
PF3D7_1007100;PF3D7_1007100.1;roadblock/LC7 domain-containing protein, putative;28;84.5
PF3D7_1007200;PF3D7_1007200.1;rho GTPase-activating protein, putative;25.7;81.3
PF3D7_1007300;PF3D7_1007300.1;RING zinc finger protein, putative;17.6;77.2
PF3D7_1007400;PF3D7_1007400.1;conserved protein, unknown function;62.9;88.4
PF3D7_1007500;PF3D7_1007500.1;conserved Plasmodium protein, unknown function;42.1;83.6
PF3D7_1007600;PF3D7_1007600.1;conserved protein, unknown function;74.1;90
PF3D7_1007700;PF3D7_1007700.1;AP2 domain transcription factor AP2-I;72.3;90
PF3D7_1007800;PF3D7_1007800.1;conserved Plasmodium protein, unknown function;6.3;27
PF3D7_1007900;PF3D7_1007900.1;eukaryotic translation initiation factor 3 subunit D, putative;74.8;96.1
PF3D7_1008000;PF3D7_1008000.1;histone deacetylase 2;60;86
PF3D7_1008100;PF3D7_1008100.1;zinc finger protein, putative;49.1;84.3
PF3D7_1008200;PF3D7_1008200.1;endonuclease, putative;9.6;56.8
PF3D7_1008300;PF3D7_1008300.1;AP-5 complex subunit sigma-1, putative, pseudogene;0;70.5
PF3D7_1008400;PF3D7_1008400.1;26S protease regulatory subunit 4, putative;82.2;92.7
PF3D7_1008500;PF3D7_1008500.1;protein GPR89, putative;49.6;80.9
PF3D7_1008600;PF3D7_1008600.1;zinc finger (CCCH type) protein, putative;7.3;21
PF3D7_1008700;PF3D7_1008700.1;tubulin beta chain;82.7;98.7
PF3D7_1008800;PF3D7_1008800.1;nucleolar protein 5, putative;81.3;94.2
PF3D7_1008900;PF3D7_1008900.1;adenylate kinase;88.3;96.5
PF3D7_1009000;PF3D7_1009000.1;diphthine methyl ester synthase, putative;19.2;87.1
PF3D7_1009100;PF3D7_1009100.1;conserved Plasmodium membrane protein, unknown function;7.6;17.4
PF3D7_1009200;PF3D7_1009200.1;ribonuclease, putative;26.5;85
PF3D7_1009300;PF3D7_1009300.1;conserved Plasmodium protein, unknown function;25.2;41
PF3D7_1009400;PF3D7_1009400.1;zinc finger protein, putative;55.4;90
PF3D7_1009500;PF3D7_1009500.1;metalloprotease, putative;56.3;82
PF3D7_1009600;PF3D7_1009600.1;protein phosphatase PPM10, putative;35.6;79
PF3D7_1009700;PF3D7_1009700.1;tubulin--tyrosine ligase, putative;16.5;86.6
PF3D7_1009800;PF3D7_1009800.1;conserved Plasmodium membrane protein, unknown function;37.3;66.7
PF3D7_1009900;PF3D7_1009900.1;heptatricopeptide repeat-containing protein, putative;34.8;50.5
PF3D7_1010000;PF3D7_1010000.1;ribosomal protein L43, mitochondrial, putative;28.4;77.5
PF3D7_1010100;PF3D7_1010100.1;PI31 domain-containing protein, putative;69.1;90
PF3D7_1010200;PF3D7_1010200.1;DNA2/NAM7 helicase, putative;37.2;82
PF3D7_1010300;PF3D7_1010300.1;succinate dehydrogenase subunit 4, putative;82.8;99
PF3D7_1010400;PF3D7_1010400.1;MORN repeat protein, putative;31.6;69.7
PF3D7_1010500;PF3D7_1010500.1;ankyrin-repeat protein, putative;0;30.4
PF3D7_1010600;PF3D7_1010600.1;eukaryotic translation initiation factor 2 subunit beta;68.9;97.1
PF3D7_1010700;PF3D7_1010700.1;dolichyl-phosphate-mannose--protein mannosyltransferase, putative;70.4;93.5
PF3D7_1010800;PF3D7_1010800.1;50S ribosomal protein L22, mitochondrial, putative;30.1;57.8
PF3D7_1010900;PF3D7_1010900.1;conserved Plasmodium protein, unknown function;43.5;72.1
PF3D7_1011000;PF3D7_1011000.1;inner membrane complex sub-compartment protein 1;40.3;75.9
PF3D7_1011100;PF3D7_1011100.1;conserved Plasmodium protein, unknown function;37.9;51.7
PF3D7_1011200;PF3D7_1011200.1;BET1-like protein, putative, unspecified product;56.1;89.7
PF3D7_1011200;PF3D7_1011200.2;BET1-like protein, putative, unspecified product;56.1;89.7
PF3D7_1011300;PF3D7_1011300.1;protein ARV1, putative;18.5;53.3
PF3D7_1011400;PF3D7_1011400.1;proteasome subunit beta type-5;64.9;91.1
PF3D7_1011500;PF3D7_1011500.1;conserved protein, unknown function;31.8;63.8
PF3D7_1011600;PF3D7_1011600.1;heptatricopeptide repeat-containing protein, putative;19.9;43.7
PF3D7_1011700;PF3D7_1011700.1;DNA repair protein RAD23, putative;83.2;90.9
PF3D7_1011800;PF3D7_1011800.1;PRE-binding protein;61.1;95.7
PF3D7_1011900;PF3D7_1011900.1;heme oxygenase;34.5;86.5
PF3D7_1012000;PF3D7_1012000.1;RING zinc finger protein, putative;62;84.5
PF3D7_1012100;PF3D7_1012100.1;conserved protein, unknown function;42.2;75.3
PF3D7_1012200;PF3D7_1012200.1;rhoptry associated adhesin;54.1;98.1
PF3D7_1012300;PF3D7_1012300.1;cytochrome b-c1 complex subunit 7, putative;59.9;92.9
PF3D7_1012400;PF3D7_1012400.1;hypoxanthine-guanine phosphoribosyltransferase;89.7;99.8
PF3D7_1012500;PF3D7_1012500.1;phosphoglucomutase, putative;56.1;85.2
PF3D7_1012600;PF3D7_1012600.1;GMP synthase [glutamine-hydrolyzing];65.7;90.2
PF3D7_1012700;PF3D7_1012700.1;NLI interacting factor-like phosphatase, putative;37.6;65
PF3D7_1012800;PF3D7_1012800.1;conserved Plasmodium protein, unknown function;8;22.1
PF3D7_1012900;PF3D7_1012900.1;autophagy-related protein 18;89.1;95.6
PF3D7_1013000;PF3D7_1013000.1;zinc finger protein, putative;53;79.1
PF3D7_1013100;PF3D7_1013100.1;U3 small nucleolar RNA-associated protein 13, putative;39.2;77.8
PF3D7_1013200;PF3D7_1013200.1;conserved Plasmodium protein, unknown function;59.1;78.9
PF3D7_1013300;PF3D7_1013300.1;conserved Plasmodium protein, unknown function;41.1;64.2
PF3D7_1013400;PF3D7_1013400.1;conserved Plasmodium protein, unknown function;10.5;28.9
PF3D7_1013500;PF3D7_1013500.1;phosphoinositide-specific phospholipase C;52.6;62.9
PF3D7_1013600;PF3D7_1013600.1;conserved Plasmodium protein, unknown function;29;60.8
PF3D7_1013700;PF3D7_1013700.1;conserved Plasmodium protein, unknown function;0;84.5
PF3D7_1013800;PF3D7_1013800.1;conserved Plasmodium protein, unknown function;25.1;87.5
PF3D7_1013900;PF3D7_1013900.1;translation initiation factor eIF-2B subunit delta, putative;43.6;72.9
PF3D7_1014000;PF3D7_1014000.1;GDP-L-fucose synthase;16.6;44.8
PF3D7_1014100;PF3D7_1014100.1;merozoite surface protein MSA180, putative;21.5;89.6
PF3D7_1014200;PF3D7_1014200.1;male gamete fusion factor HAP2, putative;5.3;17.5
PF3D7_1014300;PF3D7_1014300.1;SPRY domain-containing protein, putative;31.9;50.5
PF3D7_1014400;PF3D7_1014400.1;MO15-related protein kinase;42.3;75.5
PF3D7_1014500;PF3D7_1014500.1;conserved Plasmodium protein, unknown function;7.7;57.1
PF3D7_1014600;PF3D7_1014600.1;transcriptional coactivator ADA2;75.3;91.2
PF3D7_1014700;PF3D7_1014700.1;prohibitin 2, putative;35;90.7
PF3D7_1014800;PF3D7_1014800.1;conserved Plasmodium protein, unknown function;6;19.7
PF3D7_1014900;PF3D7_1014900.1;conserved Plasmodium protein, unknown function;20.6;61.1
PF3D7_1015000;PF3D7_1015000.1;FAD synthetase, putative;16.9;60.7
PF3D7_1015100;PF3D7_1015100.1;CWC16 domain-containing protein, putative;43.3;60.3
PF3D7_1015200;PF3D7_1015200.1;cysteine--tRNA ligase;37.7;79.8
PF3D7_1015200;PF3D7_1015200.2;cysteine--tRNA ligase;37.7;79.8
PF3D7_1015200;PF3D7_1015200.3;cysteine--tRNA ligase;37.7;79.8
PF3D7_1015300;PF3D7_1015300.1;methionine aminopeptidase 1b, putative;38.2;77.5
PF3D7_1015400;PF3D7_1015400.1;conserved Plasmodium protein, unknown function;29.2;59.3
PF3D7_1015500;PF3D7_1015500.1;nucleotidyltransferase, putative;18.6;48.5
PF3D7_1015600;PF3D7_1015600.1;heat shock protein 60;58.5;92.2
PF3D7_1015700;PF3D7_1015700.1;tubulin binding cofactor c, putative;21;51.8
PF3D7_1015700;PF3D7_1015700.2;tubulin binding cofactor c, putative;21;51.8
PF3D7_1015800;PF3D7_1015800.1;ribonucleoside-diphosphate reductase small chain, putative;58.9;94.3
PF3D7_1015900;PF3D7_1015900.1;enolase;96.6;99.5
PF3D7_1016000;PF3D7_1016000.1;conserved Plasmodium protein, unknown function;19.3;63.3
PF3D7_1016100;PF3D7_1016100.1;conserved Plasmodium protein, unknown function;0;17.7
PF3D7_1016200;PF3D7_1016200.1;Rab3 GTPase-activating protein non-catalytic subunit, putative;45.8;89.2
PF3D7_1016300;PF3D7_1016300.1;GBP130 protein;90.3;97.8
PF3D7_1016400;PF3D7_1016400.1;serine/threonine protein kinase, FIKK family;84.2;96.1
PF3D7_1016500;PF3D7_1016500.1;Plasmodium exported protein (PHISTc), unknown function;20.9;60.1
PF3D7_1016600;PF3D7_1016600.1;Plasmodium exported protein (PHISTc), unknown function;62.2;93.3
PF3D7_1016700;PF3D7_1016700.1;Plasmodium exported protein (PHISTc), unknown function;14.1;90.7
PF3D7_1016800;PF3D7_1016800.1;Plasmodium exported protein (PHISTc), unknown function;23.5;92.9
PF3D7_1016900;PF3D7_1016900.1;early transcribed membrane protein 10.3;74.5;95.6
PF3D7_1017000;PF3D7_1017000.1;DNA polymerase delta catalytic subunit;34;68.2
PF3D7_1017100;PF3D7_1017100.1;rhoptry neck protein 12;30;96
